run_id,epoch,train_recon,train_vq,train_distill,train_src_repulsion,val_recon,val_distill,val_src_repulsion,src_repulsion_weight,raq_distill_weight,best_val_recon,is_best,phase,channel_prob,learning_rate
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,1,1.30224375,0.54772542,0.00000000,0.00000000,0.19981674,0.00000000,0.00000000,0,0,0.19981674,1,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,2,0.13814138,0.19876154,0.00000000,0.00000000,0.18391333,0.00000000,0.00000000,0,0,0.18391333,1,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,3,0.10233185,0.13213897,0.00000000,0.00000000,0.21802571,0.00000000,0.00000000,0,0,0.18391333,0,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,4,0.09185587,0.10924759,0.00000000,0.00000000,0.17569859,0.00000000,0.00000000,0,0,0.17569859,1,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,5,0.08237658,0.09318481,0.00000000,0.00000000,0.16826790,0.00000000,0.00000000,0,0,0.16826790,1,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,6,0.08073765,0.08203579,0.00000000,0.00000000,0.14950014,0.00000000,0.00000000,0,0,0.14950014,1,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,7,0.07324050,0.07293426,0.00000000,0.00000000,0.16791276,0.00000000,0.00000000,0,0,0.14950014,0,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,8,0.06894114,0.06830136,0.00000000,0.00000000,0.15274402,0.00000000,0.00000000,0,0,0.14950014,0,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,9,0.06711485,0.06421759,0.00000000,0.00000000,0.16275677,0.00000000,0.00000000,0,0,0.14950014,0,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,10,0.06603123,0.06055078,0.00000000,0.00000000,0.14408921,0.00000000,0.00000000,0,0,0.14408921,1,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,11,0.06217181,0.05759511,0.00000000,0.00000000,0.15875777,0.00000000,0.00000000,0,0,0.14408921,0,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,12,0.05853836,0.05600075,0.00000000,0.00000000,0.14215540,0.00000000,0.00000000,0,0,0.14215540,1,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,13,0.05878395,0.05516656,0.00000000,0.00000000,0.16166562,0.00000000,0.00000000,0,0,0.14215540,0,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,14,0.05485876,0.05456634,0.00000000,0.00000000,0.14593029,0.00000000,0.00000000,0,0,0.14215540,0,Phase1-拓荒,0.000000,5e-05
src2048-2048_raq2-2048_curriculum_ch256-512_gpu3-20260701-114015,15,0.05223784,0.05433897,0.00000000,0.00000000,0.14817695,0.00000000,0.00000000,0,0,0.14215540,0,Phase1-拓荒,0.000000,5e-05
