run_id,epoch,train_recon,train_vq,val_recon,best_val_recon,is_best,phase,channel_prob,learning_rate
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,1,0.66849881,0.25450892,0.08787879,0.08787879,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,2,0.06305297,0.06090311,0.04655233,0.04655233,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,3,0.05313461,0.05319135,0.03854296,0.03854296,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,4,0.04599752,0.05038207,0.03713510,0.03713510,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,5,0.04335156,0.04965171,0.04314826,0.03713510,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,6,0.04069208,0.05050762,0.03304310,0.03304310,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,7,0.03697413,0.05204819,0.03056995,0.03056995,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,8,0.03525900,0.05375438,0.03116406,0.03056995,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,9,0.03490623,0.05531864,0.03923586,0.03056995,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,10,0.03386723,0.05716196,0.02724815,0.02724815,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,11,0.03235782,0.05937483,0.03323292,0.02724815,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,12,0.03177818,0.06102340,0.03387899,0.02724815,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,13,0.03109750,0.06297752,0.03597746,0.02724815,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,14,0.03023230,0.06497030,0.02522115,0.02522115,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,15,0.02974916,0.06559818,0.02658095,0.02522115,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,16,0.02909000,0.06639366,0.02611153,0.02522115,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,17,0.02865817,0.06651917,0.02528761,0.02522115,0,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,18,0.02811163,0.06719736,0.02460534,0.02460534,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,19,0.02771503,0.06753267,0.02448456,0.02448456,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,20,0.02737502,0.06749201,0.02408991,0.02408991,1,Phase1-拓荒,0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,21,0.02787331,0.06582759,0.02369074,0.02369074,1,Phase2-退火(0%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,22,0.02669755,0.06724243,0.02455536,0.02369074,0,Phase2-退火(2%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,23,0.02642127,0.06819148,0.02370544,0.02369074,0,Phase2-退火(3%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,24,0.02606943,0.06834501,0.02425128,0.02369074,0,Phase2-退火(5%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,25,0.02573668,0.06878051,0.02358256,0.02358256,1,Phase2-退火(7%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,26,0.02554028,0.06933676,0.02366174,0.02358256,0,Phase2-退火(8%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,27,0.02554648,0.06929279,0.02308037,0.02308037,1,Phase2-退火(10%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,28,0.02509506,0.06928328,0.02231870,0.02231870,1,Phase2-退火(12%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,29,0.02482235,0.06951853,0.02294834,0.02231870,0,Phase2-退火(13%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,30,0.02490019,0.06906418,0.02238251,0.02231870,0,Phase2-退火(15%),0.000000,5e-05
exp12_rate083_A_patch_cb8-16_res6-6-20260903-164829,31,0.02438295,0.06945453,0.02388395,0.02231870,0,Phase2-退火(17%),0.000000,5e-05
